Team1,Team2,rf_model,nn_model,Seed1,Seed2,elo_pred,seed_pred,sim_prob,Pred,Team_Name_1,Team_Name_2
1281,1382,0.54249996,0.5727422,9,9,0.4304975006416409,0.5329566477940214,0.356,0.48545007709777643,Missouri,St Bonaventure
1179,1382,0.306875,0.31185386,11,9,0.419623509705244,0.4578184997195036,0.499,0.4103732707090552,Drake,St Bonaventure
1364,1382,0.615,0.6139612,12,9,0.3588350055145834,0.42074861817028564,0.502,0.47001835381343987,UC Santa Barbara,St Bonaventure
1325,1382,0.525,0.46976566,13,9,0.3738532339906307,0.3845513935341478,0.421,0.4189392706220959,Ohio,St Bonaventure
1186,1382,0.570625,0.6095722,14,9,0.3237235348529067,0.3495888390183973,0.51,0.43383171238067536,E Washington,St Bonaventure
1213,1382,0.44375,0.60181445,15,9,0.22631533758208913,0.3161720118281764,0.47,0.3715055874130299,Grand Canyon,St Bonaventure
1111,1382,0.47125,0.62334174,16,9,0.22120627543095045,0.28455198091198697,0.271,0.33958689278277043,Appalachian St,St Bonaventure
1313,1382,0.38625,0.27322057,16,9,0.16094125020022695,0.28455198091198697,0.38,0.2757795743415617,Norfolk St,St Bonaventure
1228,1382,0.5775,0.64233494,1,9,0.7704328298475529,0.7919305861892572,0.546,0.6986516794025459,Illinois,St Bonaventure
1222,1382,0.5025,0.35793635,2,9,0.6978551055034368,0.7660301018993643,0.658,0.6351723907300676,Houston,St Bonaventure
1329,1382,0.541875,0.23241803,4,9,0.6447857231311421,0.707833075779586,0.361,0.5486472375560804,Oklahoma St,St Bonaventure
1361,1382,0.5825,0.38299906,6,9,0.640727824245575,0.6419268359210296,0.557,0.5839726233996957,San Diego St,St Bonaventure
1155,1382,0.37812498,0.31671953,7,9,0.4632537931235481,0.606628948779303,0.38,0.4592299954478465,Clemson,St Bonaventure
1260,1382,0.630625,0.46909872,8,9,0.5834435614494484,0.5701813273111491,0.582,0.5698533534614106,Loyola-Chicago,St Bonaventure
1210,1382,0.4425,0.42143577,9,9,0.5880808194257255,0.5329566477940214,0.389,0.4992872432919676,Georgia Tech,St Bonaventure
1353,1382,0.353125,0.45866233,10,9,0.4410699437613791,0.4953613830842577,0.331,0.43080714579404844,Rutgers,St Bonaventure
1333,1382,0.36499998,0.31060103,12,9,0.4924883813288996,0.42074861817028564,0.295,0.3995821435075099,Oregon St,St Bonaventure
1251,1382,0.29625,0.5443722,13,9,0.3869314537348704,0.3845513935341478,0.525,0.4155125544569719,Liberty,St Bonaventure
1287,1382,0.34562498,0.38271135,14,9,0.3540548994026075,0.3495888390183973,0.372,0.35823197301007503,Morehead St,St Bonaventure
1156,1382,0.480625,0.2783596,15,9,0.23891070651637364,0.3161720118281764,0.334,0.31473571463199473,Cleveland St,St Bonaventure
1180,1382,0.51375,0.36940545,16,9,0.2056154667044001,0.28455198091198697,0.377,0.3200700514798302,Drexel,St Bonaventure
1124,1382,0.545625,0.60302746,1,9,0.7689736738868199,0.7919305861892572,0.669,0.7056372792144592,Baylor,St Bonaventure
1326,1382,0.578125,0.5414397,2,9,0.6191408145724115,0.7660301018993643,0.402,0.6131295149422533,Ohio St,St Bonaventure
1116,1382,0.675,0.2068268,3,9,0.6162725738523586,0.7379722871105325,0.521,0.5873309342735903,Arkansas,St Bonaventure
1345,1382,0.76687497,0.49599785,4,9,0.5370610876025617,0.707833075779586,0.369,0.5888087345566337,Purdue,St Bonaventure
1196,1382,0.494375,0.38668716,7,9,0.43339302437947963,0.606628948779303,0.39,0.47872944233129877,Florida,St Bonaventure
1314,1382,0.384375,0.5811073,8,9,0.5392358062587286,0.5701813273111491,0.414,0.5140452316148398,North Carolina,St Bonaventure
1317,1382,0.323125,0.12157369,13,9,0.34272568920685764,0.3845513935341478,0.448,0.33532183669287347,North Texas,St Bonaventure
1159,1382,0.38187498,0.23430774,14,9,0.44560172893058775,0.3495888390183973,0.633,0.4056519743994781,Colgate,St Bonaventure
1331,1382,0.523125,0.4296494,15,9,0.2165316779488095,0.3161720118281764,0.317,0.3335973978619147,Oral Roberts,St Bonaventure
1216,1382,0.663125,0.61767715,16,9,0.20322819409727902,0.28455198091198697,0.362,0.37405178295967,Hartford,St Bonaventure
1276,1277,0.545,0.6462854,1,11,0.6804713298615377,0.8372282744316957,0.716,0.7060977971952661,Michigan,Michigan St
1104,1277,0.529375,0.59650713,2,11,0.7120295062551987,0.8156538768760261,0.689,0.6957498450007321,Alabama,Michigan St
1199,1277,0.513125,0.19677523,4,11,0.5512675772356173,0.7660301018993643,0.698,0.5774993740345116,Florida St,Michigan St
1160,1277,0.53999996,0.5977818,5,11,0.5618513778857278,0.7379722871105325,0.663,0.6286327241753493,Colorado,Michigan St
1140,1277,0.583125,0.48907328,6,11,0.552121816485195,0.707833075779586,0.655,0.6067297223258523,BYU,Michigan St
1163,1277,0.374375,0.596817,7,11,0.5195045062648322,0.6757503589140139,0.664,0.5751002475220199,Connecticut,Michigan St
1261,1277,0.356875,0.32689396,8,11,0.5537440198026033,0.6419268359210296,0.64,0.5307300998718437,LSU,Michigan St
1268,1277,0.46124998,0.5879389,10,11,0.42912906599405326,0.5701813273111491,0.593,0.5201156627029407,Maryland,Michigan St
1207,1277,0.590625,0.62510663,12,11,0.49510716286477846,0.4953613830842577,0.521,0.5310955303838066,Georgetown,Michigan St
1101,1277,0.45874998,0.4784623,14,11,0.3399302585146823,0.42074861817028564,0.762,0.46008143453565786,Abilene Chr,Michigan St
1233,1277,0.49374998,0.5992346,15,11,0.2153426476802833,0.3845513935341478,0.59,0.4118246627972367,Iona,Michigan St
1211,1277,0.475,0.6137058,1,11,0.8285397839097907,0.8372282744316957,0.865,0.7550345564007029,Gonzaga,Michigan St
1234,1277,0.31312498,0.16676503,2,11,0.6579094255273464,0.8156538768760261,0.703,0.5900023747868998,Iowa,Michigan St
1242,1277,0.566875,0.9548906,3,11,0.6468924085163179,0.7919305861892572,0.635,0.7192016541607428,Kansas,Michigan St
1166,1277,0.57,0.12987274,5,11,0.5768957771130662,0.7379722871105325,0.655,0.5692298372299532,Creighton,Michigan St
1179,1277,0.528125,0.40103406,11,11,0.42057711870393666,0.5329566477940214,0.698,0.5048895111736197,Drake,Michigan St
1186,1277,0.560625,0.5896208,14,11,0.32458109062904994,0.42074861817028564,0.634,0.46784361750302234,E Washington,Michigan St
1213,1277,0.501875,0.56426144,15,11,0.22700146937456797,0.3845513935341478,0.682,0.4244631551408412,Grand Canyon,Michigan St
1111,1277,0.490625,0.68182564,16,11,0.2218813599513692,0.3495888390183973,0.533,0.40691300851411055,Appalachian St,Michigan St
1228,1277,0.62,0.30078703,1,11,0.771124420516382,0.8372282744316957,0.738,0.69649891804501,Illinois,Michigan St
1222,1277,0.52875,0.41092488,2,11,0.6986798289712568,0.8156538768760261,0.819,0.6839060379961615,Houston,Michigan St
1155,1277,0.404375,0.061657727,7,11,0.46422724502221546,0.6757503589140139,0.591,0.4767125602177309,Clemson,Michigan St
1260,1277,0.58625,0.6020416,8,11,0.5843945930066835,0.6419268359210296,0.785,0.6322763439340061,Loyola-Chicago,Michigan St
1210,1277,0.575625,0.49981114,9,11,0.5890287212823604,0.606628948779303,0.598,0.5806787793411742,Georgia Tech,Michigan St
1251,1277,0.4725,0.6427491,13,11,0.3878604188049833,0.4578184997195036,0.694,0.5000866963987983,Liberty,Michigan St
1156,1277,0.6225,0.824245,15,11,0.23962319747721328,0.3845513935341478,0.538,0.46187058583513785,Cleveland St,Michigan St
1180,1277,0.4975,0.5803441,16,11,0.20625557190671637,0.3495888390183973,0.593,0.39750470925200654,Drexel,Michigan St
1124,1277,0.38,0.11043948,1,11,0.7696683461920822,0.8372282744316957,0.802,0.6437475308328897,Baylor,Michigan St
1116,1277,0.544375,0.8720298,3,11,0.6171978302967985,0.7919305861892572,0.698,0.7046659367276007,Arkansas,Michigan St
1196,1277,0.54875,0.6326127,7,11,0.4343545063300141,0.6757503589140139,0.618,0.5742246227749748,Florida,Michigan St
1159,1277,0.39124998,0.44852847,14,11,0.44656894894968696,0.42074861817028564,0.8,0.4820590796498959,Colgate,Michigan St
1216,1277,0.696875,0.6490357,16,11,0.2038627746757148,0.3495888390183973,0.587,0.4342591279659046,Hartford,Michigan St
1276,1417,0.54812497,0.48459712,1,11,0.7439197484048214,0.8372282744316957,0.618,0.6875740230270997,Michigan,UCLA
1104,1417,0.51625,0.46946657,2,11,0.7713173970068024,0.8156538768760261,0.595,0.679237018444323,Alabama,UCLA
1199,1417,0.70937496,0.75760776,4,11,0.626281507526651,0.7660301018993643,0.578,0.6899437058763487,Florida St,UCLA
1160,1417,0.566875,0.42647025,5,11,0.6362634325407889,0.7379722871105325,0.6,0.6202595285603943,Colorado,UCLA
1140,1417,0.515625,0.42225832,6,11,0.6270895446462368,0.707833075779586,0.555,0.5946755083317423,BYU,UCLA
1163,1417,0.396875,0.71338093,7,11,0.5959362978529087,0.6757503589140139,0.561,0.6020898957405179,Connecticut,UCLA
1261,1417,0.42874998,0.4649646,8,11,0.6286228584909023,0.6419268359210296,0.534,0.5669734194258788,LSU,UCLA
1382,1417,0.564375,0.31368053,9,11,0.5779632755299654,0.606628948779303,0.599,0.5494628516462369,St Bonaventure,UCLA
1268,1417,0.551875,0.6031074,10,11,0.5062742150281825,0.5701813273111491,0.484,0.5416990590133686,Maryland,UCLA
1277,1417,0.671875,0.6110746,11,11,0.577008179366404,0.5329566477940214,0.415,0.5596970486244667,Michigan St,UCLA
1207,1417,0.47125,0.6085824,12,11,0.5722241952100311,0.4953613830842577,0.449,0.5234290674333605,Georgetown,UCLA
1101,1417,0.759375,0.55776954,14,11,0.4126305364265871,0.42074861817028564,0.673,0.5224146889034191,Abilene Chr,UCLA
1233,1417,0.67812496,0.7241758,15,11,0.2723934224819631,0.3845513935341478,0.533,0.4641700666697119,Iona,UCLA
1291,1417,0.65999997,0.7818898,16,11,0.17982719327920374,0.3495888390183973,0.444,0.42067454678194566,Mt St Mary's,UCLA
1211,1417,0.460625,0.66558576,1,11,0.8682778733220042,0.8372282744316957,0.808,0.7636032835788681,Gonzaga,UCLA
1234,1417,0.47625,0.617332,2,11,0.7240209418946769,0.8156538768760261,0.642,0.6878473646347343,Iowa,UCLA
1242,1417,0.55812496,0.82070637,3,11,0.7142081678692773,0.7919305861892572,0.529,0.7028726992404616,Kansas,UCLA
1166,1417,0.66499996,0.49583817,5,11,0.6503428727747075,0.7379722871105325,0.559,0.6423526352723872,Creighton,UCLA
1332,1417,0.6325,0.56946874,7,11,0.6755198595339976,0.6757503589140139,0.535,0.6342155866839115,Oregon,UCLA
1328,1417,0.484375,0.18653032,8,11,0.4879425486419562,0.6419268359210296,0.54,0.49580630296639505,Oklahoma,UCLA
1281,1417,0.561875,0.5961936,9,11,0.5086482226797125,0.606628948779303,0.448,0.5480889999770596,Missouri,UCLA
1179,1417,0.39374998,0.26902464,11,11,0.4975247412462319,0.5329566477940214,0.645,0.4812482000744064,Drake,UCLA
1364,1417,0.624375,0.61182183,12,11,0.43388784263475105,0.4953613830842577,0.585,0.5256707439715618,UC Santa Barbara,UCLA
1325,1417,0.693125,0.37147728,13,11,0.44984338540308016,0.4578184997195036,0.563,0.49184657515234215,Ohio,UCLA
1186,1417,0.44062498,0.58703554,14,11,0.3959679212389602,0.42074861817028564,0.574,0.4621562239858325,E Washington,UCLA
1213,1417,0.53749996,0.573977,15,11,0.2860151305460281,0.3845513935341478,0.586,0.4340871351933873,Grand Canyon,UCLA
1111,1417,0.57374996,0.5578017,16,11,0.28004617413551747,0.3495888390183973,0.42,0.40154596698022005,Appalachian St,UCLA
1313,1417,0.43812498,0.33855265,16,11,0.20803294446946877,0.3495888390183973,0.507,0.3427030250665318,Norfolk St,UCLA
1228,1417,0.47125,0.13712144,1,11,0.8212992327618528,0.8372282744316957,0.622,0.6496323501404305,Illinois,UCLA
1222,1417,0.43124998,0.3473307,2,11,0.7597889535731275,0.8156538768760261,0.739,0.6669237609266695,Houston,UCLA
1329,1417,0.6225,0.33471808,4,11,0.7131259614837612,0.7660301018993643,0.481,0.628075739674711,Oklahoma St,UCLA
1397,1417,0.571875,0.6278274,5,11,0.5849956568370777,0.7379722871105325,0.567,0.6303768957118469,Tennessee,UCLA
1361,1417,0.49124998,0.25046402,6,11,0.70949702763181,0.707833075779586,0.626,0.6003391725035281,San Diego St,UCLA
1155,1417,0.66499996,0.5873122,7,11,0.5416948675949879,0.6757503589140139,0.483,0.5957432337711615,Clemson,UCLA
1260,1417,0.536875,0.48619783,8,11,0.6573132115877464,0.6419268359210296,0.698,0.6170789905429738,Loyola-Chicago,UCLA
1210,1417,0.508125,0.25374895,9,11,0.6616050818394507,0.606628948779303,0.503,0.5430488602475003,Georgia Tech,UCLA
1353,1417,0.32625,0.34220305,10,11,0.5193895511722084,0.5701813273111491,0.447,0.47065639924364505,Rutgers,UCLA
1393,1417,0.321875,0.13134333,11,11,0.5457364094920559,0.5329566477940214,0.509,0.4456577793494104,Syracuse,UCLA
1333,1417,0.50124997,0.6753563,12,11,0.5706170788904018,0.4953613830842577,0.411,0.531366174491757,Oregon St,UCLA
1251,1417,0.384375,0.4827143,13,11,0.4636116476921701,0.4578184997195036,0.617,0.4752785094812511,Liberty,UCLA
1287,1417,0.31437498,0.4816485,14,11,0.42877655131852765,0.42074861817028564,0.476,0.4244391181460522,Morehead St,UCLA
1156,1417,0.465625,0.61869687,15,11,0.3006419493049604,0.3845513935341478,0.461,0.41652979173956206,Cleveland St,UCLA
1180,1417,0.45874998,0.4249914,16,11,0.26170184441986244,0.3495888390183973,0.487,0.37047467795152844,Drexel,UCLA
1124,1417,0.54125,0.6689163,1,11,0.8200878893639462,0.8372282744316957,0.744,0.7526855062125557,Baylor,UCLA
1326,1417,0.628125,0.41575235,2,11,0.690043144882195,0.8156538768760261,0.519,0.6534673438173426,Ohio St,UCLA
1116,1417,0.51124996,0.74233586,3,11,0.6874393070717743,0.7919305861892572,0.597,0.6870465145645357,Arkansas,UCLA
1345,1417,0.63,0.6472032,4,11,0.613710145039017,0.7660301018993643,0.49,0.6466690994463403,Purdue,UCLA
1196,1417,0.495625,0.5556077,7,11,0.5115971920507212,0.6757503589140139,0.5,0.5608468282155713,Florida,UCLA
1314,1417,0.559375,0.5716955,8,11,0.6157823906983738,0.6419268359210296,0.542,0.5983555639843716,North Carolina,UCLA
1317,1417,0.421875,0.52949506,13,11,0.4165984101879724,0.4578184997195036,0.548,0.4640291257512615,North Texas,UCLA
1159,1417,0.3225,0.30046195,14,11,0.5239716662695015,0.42074861817028564,0.741,0.46477178675153846,Colgate,UCLA
1331,1417,0.49249998,0.6206731,15,11,0.2745665272774654,0.3845513935341478,0.458,0.4127727098282291,Oral Roberts,UCLA
1216,1417,0.58875,0.6733699,16,11,0.2588755970326169,0.3495888390183973,0.463,0.42029268019448096,Hartford,UCLA
1400,1417,0.334375,0.15989217,3,11,0.7181513396370763,0.7919305861892572,0.576,0.5843472881876464,Texas,UCLA
1411,1417,0.54812497,0.3976616,16,11,0.299747064235251,0.3495888390183973,0.495,0.3913512002645486,TX Southern,UCLA
1403,1417,0.630625,0.6009655,6,11,0.5755182067964991,0.707833075779586,0.578,0.6251847249381205,Texas Tech,UCLA
1276,1422,0.585,0.452748,1,13,0.7688100087432703,0.8742305874860221,0.593,0.7024041673746727,Michigan,UNC Greensboro
1104,1422,0.51375,0.63717175,2,13,0.7942810867742547,0.8567213028307448,0.548,0.7144180858291768,Alabama,UNC Greensboro
1199,1422,0.629375,0.6190548,4,13,0.6573391442766294,0.8156538768760261,0.565,0.6799165453633353,Florida St,UNC Greensboro
1160,1422,0.551875,0.42330632,5,13,0.6669326922653848,0.7919305861892572,0.572,0.6378439854400783,Colorado,UNC Greensboro
1140,1422,0.429375,0.44574004,6,13,0.6581166875379625,0.7660301018993643,0.546,0.6099155165484386,BYU,UNC Greensboro
1163,1422,0.47187498,0.64213216,7,13,0.6280179105103287,0.7379722871105325,0.537,0.6261410729436854,Connecticut,UNC Greensboro
1261,1422,0.375,0.40820208,8,13,0.659591678635508,0.707833075779586,0.504,0.5745787944209404,LSU,UNC Greensboro
1382,1422,0.4675,0.32859576,9,13,0.6105393085829696,0.6757503589140139,0.594,0.5660964376954534,St Bonaventure,UNC Greensboro
1268,1422,0.696875,0.5003554,10,13,0.5399794503954771,0.6419268359210296,0.429,0.5700061302404723,Maryland,UNC Greensboro
1277,1422,0.515625,0.47749847,11,13,0.6096081379435787,0.606628948779303,0.359,0.5406568064546674,Michigan St,UNC Greensboro
1207,1422,0.540625,0.258659,12,13,0.604940416794125,0.5701813273111491,0.385,0.5049324956476843,Georgetown,UNC Greensboro
1101,1422,0.765,0.78458405,14,13,0.4457297198536955,0.4953613830842577,0.625,0.5795380338544212,Abilene Chr,UNC Greensboro
1233,1422,0.580625,0.63966024,15,13,0.29998877481474134,0.4578184997195036,0.505,0.46298567518561784,Iona,UNC Greensboro
1291,1422,0.53999996,0.60616076,16,13,0.20063072830067757,0.42074861817028564,0.401,0.3985599163886851,Mt St Mary's,UNC Greensboro
1211,1422,0.490625,0.64585614,1,13,0.8829821952727707,0.8742305874860221,0.773,0.7748438187719301,Gonzaga,UNC Greensboro
1234,1422,0.530625,0.70277965,2,13,0.7501958464124553,0.8567213028307448,0.591,0.7197484192670653,Iowa,UNC Greensboro
1242,1422,0.62375,0.82716846,3,13,0.7409808012516258,0.8372282744316957,0.524,0.7330480839167226,Kansas,UNC Greensboro
1166,1422,0.491875,0.057167202,5,13,0.6804212626507179,0.7919305861892572,0.538,0.5759637032234262,Creighton,UNC Greensboro
1332,1422,0.55375,0.32567942,7,13,0.7044168198427677,0.7379722871105325,0.521,0.6121725162676849,Oregon,UNC Greensboro
1328,1422,0.353125,0.7186799,8,13,0.521716974920876,0.707833075779586,0.518,0.5784149974995444,Oklahoma,UNC Greensboro
1281,1422,0.539375,0.49257067,9,13,0.5423378965151412,0.6757503589140139,0.457,0.5607317451817326,Missouri,UNC Greensboro
1179,1422,0.50874996,0.716717,11,13,0.5312742762509679,0.606628948779303,0.584,0.58361048809851,Drake,UNC Greensboro
1364,1422,0.601875,0.6354871,12,13,0.467335489297458,0.5701813273111491,0.58,0.5560565399421111,UC Santa Barbara,UNC Greensboro
1325,1422,0.555,0.37509346,13,13,0.48347058634117684,0.5329566477940214,0.507,0.49570684792942304,Ohio,UNC Greensboro
1186,1422,0.5525,0.47052073,14,13,0.4287060570433218,0.4953613830842577,0.523,0.4848793749398414,E Washington,UNC Greensboro
1213,1422,0.571875,0.47064424,15,13,0.31439417886647253,0.4578184997195036,0.578,0.4521349384201509,Grand Canyon,UNC Greensboro
